model,sum,expected,raw_text,parsed_answer,is_correct,error_abs,tokens,token_logprobs,top_logprobs,latency_ms,api_endpoint,created_at,error
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,36,36,36,True,0,"[""36""]",[-3.4e-05],"[[{""token"": ""36"", ""bytes"": [51, 54], ""logprob"": -3.4e-05}]]",1067.42,v1/responses,2026-05-24T22:39:21.906683+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,37,37,37,True,0,"[""37""]",[-8.4e-05],"[[{""token"": ""37"", ""bytes"": [51, 55], ""logprob"": -8.4e-05}]]",751.25,v1/responses,2026-05-24T22:39:21.945662+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,38,38,38,True,0,"[""38""]",[-0.008381],"[[{""token"": ""38"", ""bytes"": [51, 56], ""logprob"": -0.008381}]]",647.91,v1/responses,2026-05-24T22:39:21.951592+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,39,39,39,True,0,"[""39""]",[-0.000267],"[[{""token"": ""39"", ""bytes"": [51, 57], ""logprob"": -0.000267}]]",822.77,v1/responses,2026-05-24T22:39:22.736237+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,40,40,40,True,0,"[""40""]",[1.5e-05],"[[{""token"": ""40"", ""bytes"": [52, 48], ""logprob"": 1.5e-05}]]",693.32,v1/responses,2026-05-24T22:39:22.646443+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,41,41,41,True,0,"[""41""]",[-1.5e-05],"[[{""token"": ""41"", ""bytes"": [52, 49], ""logprob"": -1.5e-05}]]",884.95,v1/responses,2026-05-24T22:39:22.843430+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,42,42,42,True,0,"[""42""]",[-0.000355],"[[{""token"": ""42"", ""bytes"": [52, 50], ""logprob"": -0.000355}]]",689.71,v1/responses,2026-05-24T22:39:23.342175+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,43,43,43,True,0,"[""43""]",[-3.8e-05],"[[{""token"": ""43"", ""bytes"": [52, 51], ""logprob"": -3.8e-05}]]",658.12,v1/responses,2026-05-24T22:39:23.399296+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,44,44,44,True,0,"[""44""]",[-0.000317],"[[{""token"": ""44"", ""bytes"": [52, 52], ""logprob"": -0.000317}]]",607.37,v1/responses,2026-05-24T22:39:23.457124+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,45,45,45,True,0,"[""45""]",[-8.8e-05],"[[{""token"": ""45"", ""bytes"": [52, 53], ""logprob"": -8.8e-05}]]",683.35,v1/responses,2026-05-24T22:39:24.031996+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,46,46,46,True,0,"[""46""]",[-0.000572],"[[{""token"": ""46"", ""bytes"": [52, 54], ""logprob"": -0.000572}]]",804.19,v1/responses,2026-05-24T22:39:24.210037+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,47,47,47,True,0,"[""47""]",[-0.000237],"[[{""token"": ""47"", ""bytes"": [52, 55], ""logprob"": -0.000237}]]",679.3,v1/responses,2026-05-24T22:39:24.142558+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,48,48,48,True,0,"[""48""]",[8e-06],"[[{""token"": ""48"", ""bytes"": [52, 56], ""logprob"": 8e-06}]]",735.19,v1/responses,2026-05-24T22:39:24.774230+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,49,49,49,True,0,"[""49""]",[-5e-05],"[[{""token"": ""49"", ""bytes"": [52, 57], ""logprob"": -5e-05}]]",751.58,v1/responses,2026-05-24T22:39:24.899304+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,50,50,50,True,0,"[""50""]",[-1.1e-05],"[[{""token"": ""50"", ""bytes"": [53, 48], ""logprob"": -1.1e-05}]]",692.73,v1/responses,2026-05-24T22:39:24.908113+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,51,51,51,True,0,"[""51""]",[-9.2e-05],"[[{""token"": ""51"", ""bytes"": [53, 49], ""logprob"": -9.2e-05}]]",853.74,v1/responses,2026-05-24T22:39:25.634582+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,52,52,52,True,0,"[""52""]",[-0.000149],"[[{""token"": ""52"", ""bytes"": [53, 50], ""logprob"": -0.000149}]]",667.78,v1/responses,2026-05-24T22:39:25.573319+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,53,53,53,True,0,"[""53""]",[-2.7e-05],"[[{""token"": ""53"", ""bytes"": [53, 51], ""logprob"": -2.7e-05}]]",727.22,v1/responses,2026-05-24T22:39:25.639777+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,54,54,54,True,0,"[""54""]",[-0.147449],"[[{""token"": ""54"", ""bytes"": [53, 52], ""logprob"": -0.147449}, {""token"": ""56"", ""bytes"": [53, 54], ""logprob"": -2.147449}, {""token"": ""55"", ""bytes"": [53, 53], ""logprob"": -3.897449}]]",731.35,v1/responses,2026-05-24T22:39:26.310725+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,55,55,55,True,0,"[""55""]",[-0.000488],"[[{""token"": ""55"", ""bytes"": [53, 53], ""logprob"": -0.000488}]]",712.35,v1/responses,2026-05-24T22:39:26.353707+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,56,56,56,True,0,"[""56""]",[-0.015686],"[[{""token"": ""56"", ""bytes"": [53, 54], ""logprob"": -0.015686}]]",696.48,v1/responses,2026-05-24T22:39:26.343873+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,57,57,57,True,0,"[""57""]",[-0.123962],"[[{""token"": ""57"", ""bytes"": [53, 55], ""logprob"": -0.123962}, {""token"": ""58"", ""bytes"": [53, 56], ""logprob"": -2.623962}, {""token"": ""59"", ""bytes"": [53, 57], ""logprob"": -3.123962}]]",712.38,v1/responses,2026-05-24T22:39:27.030376+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,58,60,60,False,2,"[""60""]",[-0.055256],"[[{""token"": ""60"", ""bytes"": [54, 48], ""logprob"": -0.055256}, {""token"": ""59"", ""bytes"": [53, 57], ""logprob"": -3.055256}]]",681.9,v1/responses,2026-05-24T22:39:27.031964+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,59,59,59,True,0,"[""59""]",[-0.349106],"[[{""token"": ""59"", ""bytes"": [53, 57], ""logprob"": -0.349106}, {""token"": ""60"", ""bytes"": [54, 48], ""logprob"": -1.349106}, {""token"": ""61"", ""bytes"": [54, 49], ""logprob"": -3.349106}]]",670.47,v1/responses,2026-05-24T22:39:27.028936+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,60,60,60,True,0,"[""60""]",[-0.000145],"[[{""token"": ""60"", ""bytes"": [54, 48], ""logprob"": -0.000145}]]",707.52,v1/responses,2026-05-24T22:39:27.746471+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,61,61,61,True,0,"[""61""]",[-0.009254],"[[{""token"": ""61"", ""bytes"": [54, 49], ""logprob"": -0.009254}]]",702.62,v1/responses,2026-05-24T22:39:27.745084+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,62,64,64,False,2,"[""64""]",[-0.52459],"[[{""token"": ""64"", ""bytes"": [54, 52], ""logprob"": -0.52459}, {""token"": ""62"", ""bytes"": [54, 50], ""logprob"": -1.02459}, {""token"": ""63"", ""bytes"": [54, 51], ""logprob"": -3.02459}]]",720.65,v1/responses,2026-05-24T22:39:27.760947+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,63,63,63,True,0,"[""63""]",[-0.015789],"[[{""token"": ""63"", ""bytes"": [54, 51], ""logprob"": -0.015789}]]",708.1,v1/responses,2026-05-24T22:39:28.463471+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,64,64,64,True,0,"[""64""]",[8e-06],"[[{""token"": ""64"", ""bytes"": [54, 52], ""logprob"": 8e-06}]]",814.79,v1/responses,2026-05-24T22:39:28.568135+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,65,65,65,True,0,"[""65""]",[-0.003326],"[[{""token"": ""65"", ""bytes"": [54, 53], ""logprob"": -0.003326}]]",694.06,v1/responses,2026-05-24T22:39:28.461981+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,66,66,66,True,0,"[""66""]",[-0.492046],"[[{""token"": ""66"", ""bytes"": [54, 54], ""logprob"": -0.492046}, {""token"": ""67"", ""bytes"": [54, 55], ""logprob"": -1.492046}, {""token"": ""65"", ""bytes"": [54, 53], ""logprob"": -2.492046}, {""token"": ""68"", ""bytes"": [54, 56], ""logprob"": -2.742046}]]",907.81,v1/responses,2026-05-24T22:39:29.380689+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,67,67,67,True,0,"[""67""]",[-0.48254],"[[{""token"": ""67"", ""bytes"": [54, 55], ""logprob"": -0.48254}, {""token"": ""68"", ""bytes"": [54, 56], ""logprob"": -1.48254}, {""token"": ""66"", ""bytes"": [54, 54], ""logprob"": -2.48254}, {""token"": ""69"", ""bytes"": [54, 57], ""logprob"": -3.23254}, {""token"": ""65"", ""bytes"": [54, 53], ""logprob"": -3.73254}]]",625.4,v1/responses,2026-05-24T22:39:29.096253+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,68,68,68,True,0,"[""68""]",[-0.116405],"[[{""token"": ""68"", ""bytes"": [54, 56], ""logprob"": -0.116405}, {""token"": ""69"", ""bytes"": [54, 57], ""logprob"": -2.616405}, {""token"": ""67"", ""bytes"": [54, 55], ""logprob"": -3.991405}]]",660.92,v1/responses,2026-05-24T22:39:29.234956+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,69,69,69,True,0,"[""69""]",[-0.025425],"[[{""token"": ""69"", ""bytes"": [54, 57], ""logprob"": -0.025425}, {""token"": ""70"", ""bytes"": [55, 48], ""logprob"": -4.025425}]]",792.27,v1/responses,2026-05-24T22:39:29.894250+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,70,70,70,True,0,"[""70""]",[-0.001415],"[[{""token"": ""70"", ""bytes"": [55, 48], ""logprob"": -0.001415}]]",895.43,v1/responses,2026-05-24T22:39:30.136498+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,71,71,71,True,0,"[""71""]",[-0.001881],"[[{""token"": ""71"", ""bytes"": [55, 49], ""logprob"": -0.001881}]]",742.65,v1/responses,2026-05-24T22:39:30.129439+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,72,72,72,True,0,"[""72""]",[-0.015755],"[[{""token"": ""72"", ""bytes"": [55, 50], ""logprob"": -0.015755}]]",916.12,v1/responses,2026-05-24T22:39:30.817097+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,73,73,73,True,0,"[""73""]",[-0.038265],"[[{""token"": ""73"", ""bytes"": [55, 51], ""logprob"": -0.038265}, {""token"": ""74"", ""bytes"": [55, 52], ""logprob"": -3.913265}]]",2123.28,v1/responses,2026-05-24T22:39:32.260845+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,74,74,74,True,0,"[""74""]",[-0.733799],"[[{""token"": ""74"", ""bytes"": [55, 52], ""logprob"": -0.733799}, {""token"": ""75"", ""bytes"": [55, 53], ""logprob"": -0.733799}, {""token"": ""76"", ""bytes"": [55, 54], ""logprob"": -3.233799}]]",710.64,v1/responses,2026-05-24T22:39:30.855414+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,75,75,75,True,0,"[""75""]",[-0.00111],"[[{""token"": ""75"", ""bytes"": [55, 53], ""logprob"": -0.00111}]]",699.64,v1/responses,2026-05-24T22:39:31.523875+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,76,77,77,False,1,"[""77""]",[-0.433231],"[[{""token"": ""77"", ""bytes"": [55, 55], ""logprob"": -0.433231}, {""token"": ""76"", ""bytes"": [55, 54], ""logprob"": -1.183231}, {""token"": ""78"", ""bytes"": [55, 56], ""logprob"": -3.558231}]]",569.45,v1/responses,2026-05-24T22:39:31.431906+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,77,77,77,True,0,"[""77""]",[-0.474712],"[[{""token"": ""77"", ""bytes"": [55, 55], ""logprob"": -0.474712}, {""token"": ""78"", ""bytes"": [55, 56], ""logprob"": -1.224712}, {""token"": ""79"", ""bytes"": [55, 57], ""logprob"": -3.099712}, {""token"": ""76"", ""bytes"": [55, 54], ""logprob"": -3.599712}]]",710.95,v1/responses,2026-05-24T22:39:32.150132+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,78,80,80,False,2,"[""80""]",[-0.610966],"[[{""token"": ""80"", ""bytes"": [56, 48], ""logprob"": -0.610966}, {""token"": ""78"", ""bytes"": [55, 56], ""logprob"": -1.360966}, {""token"": ""79"", ""bytes"": [55, 57], ""logprob"": -1.610966}]]",621.16,v1/responses,2026-05-24T22:39:32.151862+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,79,79,79,True,0,"[""79""]",[-0.171417],"[[{""token"": ""79"", ""bytes"": [55, 57], ""logprob"": -0.171417}, {""token"": ""80"", ""bytes"": [56, 48], ""logprob"": -1.921417}]]",756.08,v1/responses,2026-05-24T22:39:32.916728+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,80,80,80,True,0,"[""80""]",[-0.002907],"[[{""token"": ""80"", ""bytes"": [56, 48], ""logprob"": -0.002907}]]",758.96,v1/responses,2026-05-24T22:39:32.918242+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,81,81,81,True,0,"[""81""]",[-0.08577],"[[{""token"": ""81"", ""bytes"": [56, 49], ""logprob"": -0.08577}, {""token"": ""82"", ""bytes"": [56, 50], ""logprob"": -2.58577}]]",712.02,v1/responses,2026-05-24T22:39:32.979635+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,82,82,82,True,0,"[""82""]",[-0.204136],"[[{""token"": ""82"", ""bytes"": [56, 50], ""logprob"": -0.204136}, {""token"": ""83"", ""bytes"": [56, 51], ""logprob"": -1.954136}, {""token"": ""81"", ""bytes"": [56, 49], ""logprob"": -3.204136}]]",864.89,v1/responses,2026-05-24T22:39:33.789627+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,83,83,83,True,0,"[""83""]",[-0.134747],"[[{""token"": ""83"", ""bytes"": [56, 51], ""logprob"": -0.134747}, {""token"": ""84"", ""bytes"": [56, 52], ""logprob"": -2.134747}]]",759.21,v1/responses,2026-05-24T22:39:33.685625+00:00,
gpt-5.4-mini,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,84,84,84,True,0,"[""84""]",[-0.007084],"[[{""token"": ""84"", ""bytes"": [56, 52], ""logprob"": -0.007084}]]",700.82,v1/responses,2026-05-24T22:39:33.684260+00:00,
