model,sum,expected,raw_text,parsed_answer,is_correct,error_abs,tokens,token_logprobs,top_logprobs,latency_ms,api_endpoint,created_at,error
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,47,47,47,True,0,"[""47""]",[-1.2e-05],"[[{""token"": ""47"", ""bytes"": [52, 55], ""logprob"": -1.1e-05}]]",1224.3,v1/responses,2026-05-24T22:40:22.939677+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,48,48,48,True,0,"[""48""]",[-1.8e-05],"[[{""token"": ""48"", ""bytes"": [52, 56], ""logprob"": -1.9e-05}]]",1024.35,v1/responses,2026-05-24T22:40:23.348170+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,49,49,49,True,0,"[""49""]",[-2e-05],"[[{""token"": ""49"", ""bytes"": [52, 57], ""logprob"": -1.9e-05}]]",1582.35,v1/responses,2026-05-24T22:40:24.081251+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,50,50,50,True,0,"[""50""]",[-1e-05],"[[{""token"": ""50"", ""bytes"": [53, 48], ""logprob"": -1e-05}]]",1010.26,v1/responses,2026-05-24T22:40:23.962351+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,51,51,51,True,0,"[""51""]",[-7.6e-05],"[[{""token"": ""51"", ""bytes"": [53, 49], ""logprob"": -7.6e-05}]]",1212.51,v1/responses,2026-05-24T22:40:24.574099+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,52,52,52,True,0,"[""52""]",[-2e-05],"[[{""token"": ""52"", ""bytes"": [53, 50], ""logprob"": -1.9e-05}]]",1118.86,v1/responses,2026-05-24T22:40:25.090060+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,53,53,53,True,0,"[""53""]",[-8.1e-05],"[[{""token"": ""53"", ""bytes"": [53, 51], ""logprob"": -8e-05}]]",1000.89,v1/responses,2026-05-24T22:40:25.091290+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,54,54,54,True,0,"[""54""]",[6e-06],"[[{""token"": ""54"", ""bytes"": [53, 52], ""logprob"": 6e-06}]]",1015.94,v1/responses,2026-05-24T22:40:25.600014+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,55,55,55,True,0,"[""55""]",[-2.2e-05],"[[{""token"": ""55"", ""bytes"": [53, 53], ""logprob"": -2.3e-05}]]",910.01,v1/responses,2026-05-24T22:40:26.012856+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,56,56,56,True,0,"[""56""]",[-1.8e-05],"[[{""token"": ""56"", ""bytes"": [53, 54], ""logprob"": -1.9e-05}]]",910.21,v1/responses,2026-05-24T22:40:26.012307+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,57,57,57,True,0,"[""57""]",[-4.3e-05],"[[{""token"": ""57"", ""bytes"": [53, 55], ""logprob"": -4.2e-05}]]",908.11,v1/responses,2026-05-24T22:40:26.519173+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,58,58,58,True,0,"[""58""]",[-6e-06],"[[{""token"": ""58"", ""bytes"": [53, 56], ""logprob"": -6e-06}]]",1014.87,v1/responses,2026-05-24T22:40:27.034269+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,59,59,59,True,0,"[""59""]",[-0.000241],"[[{""token"": ""59"", ""bytes"": [53, 57], ""logprob"": -0.00024}]]",1016.21,v1/responses,2026-05-24T22:40:27.035116+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,60,60,60,True,0,"[""60""]",[-1.2e-05],"[[{""token"": ""60"", ""bytes"": [54, 48], ""logprob"": -1.1e-05}]]",915.18,v1/responses,2026-05-24T22:40:27.441784+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,61,61,61,True,0,"[""61""]",[-2.7e-05],"[[{""token"": ""61"", ""bytes"": [54, 49], ""logprob"": -2.7e-05}]]",3177.19,v1/responses,2026-05-24T22:40:30.218537+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,62,62,62,True,0,"[""62""]",[-1.3e-05],"[[{""token"": ""62"", ""bytes"": [54, 50], ""logprob"": -1.3e-05}]]",1018.39,v1/responses,2026-05-24T22:40:28.059494+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,63,63,63,True,0,"[""63""]",[-3.1e-05],"[[{""token"": ""63"", ""bytes"": [54, 51], ""logprob"": -3.1e-05}]]",1223.87,v1/responses,2026-05-24T22:40:28.672714+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,64,64,64,True,0,"[""64""]",[-1.7e-05],"[[{""token"": ""64"", ""bytes"": [54, 52], ""logprob"": -1.7e-05}]]",1343.45,v1/responses,2026-05-24T22:40:29.410706+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,65,65,65,True,0,"[""65""]",[-4.9e-05],"[[{""token"": ""65"", ""bytes"": [54, 53], ""logprob"": -5e-05}]]",1074.24,v1/responses,2026-05-24T22:40:29.760484+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,66,66,66,True,0,"[""66""]",[-0.000113],"[[{""token"": ""66"", ""bytes"": [54, 54], ""logprob"": -0.000113}]]",1302.83,v1/responses,2026-05-24T22:40:30.722015+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,67,67,67,True,0,"[""67""]",[-9.1e-05],"[[{""token"": ""67"", ""bytes"": [54, 55], ""logprob"": -9.2e-05}]]",961.41,v1/responses,2026-05-24T22:40:30.732646+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,68,68,68,True,0,"[""68""]",[-1.2e-05],"[[{""token"": ""68"", ""bytes"": [54, 56], ""logprob"": -1.1e-05}]]",1166.91,v1/responses,2026-05-24T22:40:31.399106+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,69,69,69,True,0,"[""69""]",[-5.1e-05],"[[{""token"": ""69"", ""bytes"": [54, 57], ""logprob"": -5e-05}]]",1059.26,v1/responses,2026-05-24T22:40:31.789438+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,70,70,70,True,0,"[""70""]",[1.3e-05],"[[{""token"": ""70"", ""bytes"": [55, 48], ""logprob"": 1.3e-05}]]",1001.51,v1/responses,2026-05-24T22:40:31.745010+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,71,71,71,True,0,"[""71""]",[-0.000589],"[[{""token"": ""71"", ""bytes"": [55, 49], ""logprob"": -0.000589}]]",951.22,v1/responses,2026-05-24T22:40:32.359109+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,72,72,72,True,0,"[""72""]",[-1.9e-05],"[[{""token"": ""72"", ""bytes"": [55, 50], ""logprob"": -1.9e-05}]]",858.75,v1/responses,2026-05-24T22:40:32.617438+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,73,73,73,True,0,"[""73""]",[-0.000718],"[[{""token"": ""73"", ""bytes"": [55, 51], ""logprob"": -0.000717}]]",923.3,v1/responses,2026-05-24T22:40:32.722884+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,74,74,74,True,0,"[""74""]",[-0.000398],"[[{""token"": ""74"", ""bytes"": [55, 52], ""logprob"": -0.000397}]]",847.95,v1/responses,2026-05-24T22:40:33.219838+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,75,75,75,True,0,"[""75""]",[-3.2e-05],"[[{""token"": ""75"", ""bytes"": [55, 53], ""logprob"": -3.2e-05}]]",737.46,v1/responses,2026-05-24T22:40:33.368481+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,76,76,76,True,0,"[""76""]",[-9.1e-05],"[[{""token"": ""76"", ""bytes"": [55, 54], ""logprob"": -9.2e-05}]]",852.9,v1/responses,2026-05-24T22:40:33.588741+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,77,77,77,True,0,"[""77""]",[-0.000343],"[[{""token"": ""77"", ""bytes"": [55, 55], ""logprob"": -0.000343}]]",971.29,v1/responses,2026-05-24T22:40:34.203725+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,78,78,78,True,0,"[""78""]",[-0.000193],"[[{""token"": ""78"", ""bytes"": [55, 56], ""logprob"": -0.000193}]]",826.47,v1/responses,2026-05-24T22:40:34.207864+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,79,79,79,True,0,"[""79""]",[-0.000248],"[[{""token"": ""79"", ""bytes"": [55, 57], ""logprob"": -0.000248}]]",2741.4,v1/responses,2026-05-24T22:40:36.342565+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,80,80,80,True,0,"[""80""]",[-2e-06],"[[{""token"": ""80"", ""bytes"": [56, 48], ""logprob"": -2e-06}]]",1104.22,v1/responses,2026-05-24T22:40:35.316783+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,81,81,81,True,0,"[""81""]",[-8.3e-05],"[[{""token"": ""81"", ""bytes"": [56, 49], ""logprob"": -8.4e-05}]]",966.49,v1/responses,2026-05-24T22:40:35.181886+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,82,82,82,True,0,"[""82""]",[-3.6e-05],"[[{""token"": ""82"", ""bytes"": [56, 50], ""logprob"": -3.6e-05}]]",1098.57,v1/responses,2026-05-24T22:40:36.293302+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,83,83,83,True,0,"[""83""]",[-8.1e-05],"[[{""token"": ""83"", ""bytes"": [56, 51], ""logprob"": -8e-05}]]",997.19,v1/responses,2026-05-24T22:40:36.319846+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,84,84,84,True,0,"[""84""]",[-3.8e-05],"[[{""token"": ""84"", ""bytes"": [56, 52], ""logprob"": -3.8e-05}]]",992.41,v1/responses,2026-05-24T22:40:37.292678+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,85,85,85,True,0,"[""85""]",[-8.4e-05],"[[{""token"": ""85"", ""bytes"": [56, 53], ""logprob"": -8.4e-05}]]",840.5,v1/responses,2026-05-24T22:40:37.170062+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,86,86,86,True,0,"[""86""]",[-0.000187],"[[{""token"": ""86"", ""bytes"": [56, 54], ""logprob"": -0.000187}]]",1037.5,v1/responses,2026-05-24T22:40:37.387263+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,87,87,87,True,0,"[""87""]",[-0.000181],"[[{""token"": ""87"", ""bytes"": [56, 55], ""logprob"": -0.000181}]]",970.88,v1/responses,2026-05-24T22:40:38.153974+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,88,88,88,True,0,"[""88""]",[-0.000301],"[[{""token"": ""88"", ""bytes"": [56, 56], ""logprob"": -0.000301}]]",1012.62,v1/responses,2026-05-24T22:40:38.316769+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,89,89,89,True,0,"[""89""]",[-0.000676],"[[{""token"": ""89"", ""bytes"": [56, 57], ""logprob"": -0.000675}]]",899.66,v1/responses,2026-05-24T22:40:38.299157+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,90,90,90,True,0,"[""90""]",[-0.000104],"[[{""token"": ""90"", ""bytes"": [57, 48], ""logprob"": -0.000103}]]",1344.88,v1/responses,2026-05-24T22:40:39.510930+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,91,91,91,True,0,"[""91""]",[-0.000131],"[[{""token"": ""91"", ""bytes"": [57, 49], ""logprob"": -0.00013}]]",15147.07,v1/responses,2026-05-24T22:40:53.453201+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,92,92,92,True,0,"[""92""]",[-0.000803],"[[{""token"": ""92"", ""bytes"": [57, 50], ""logprob"": -0.000803}]]",1123.53,v1/responses,2026-05-24T22:40:39.448147+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,93,93,93,True,0,"[""93""]",[-0.000515],"[[{""token"": ""93"", ""bytes"": [57, 51], ""logprob"": -0.000515}]]",927.56,v1/responses,2026-05-24T22:40:40.388091+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,94,94,94,True,0,"[""94""]",[-0.000423],"[[{""token"": ""94"", ""bytes"": [57, 52], ""logprob"": -0.000423}]]",1542.07,v1/responses,2026-05-24T22:40:41.062858+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,95,95,95,True,0,"[""95""]",[-0.001072],"[[{""token"": ""95"", ""bytes"": [57, 53], ""logprob"": -0.001072}]]",945.32,v1/responses,2026-05-24T22:40:41.345601+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,96,96,96,True,0,"[""96""]",[-8.7e-05],"[[{""token"": ""96"", ""bytes"": [57, 54], ""logprob"": -8.8e-05}]]",914.42,v1/responses,2026-05-24T22:40:41.983669+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,97,97,97,True,0,"[""97""]",[-0.001266],"[[{""token"": ""97"", ""bytes"": [57, 55], ""logprob"": -0.001266}]]",1038.69,v1/responses,2026-05-24T22:40:42.396876+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,98,98,98,True,0,"[""98""]",[-0.04097],"[[{""token"": ""98"", ""bytes"": [57, 56], ""logprob"": -0.04097}, {""token"": ""100"", ""bytes"": [49, 48, 48], ""logprob"": -3.47847}]]",808.62,v1/responses,2026-05-24T22:40:42.805129+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,99,99,99,True,0,"[""99""]",[-0.190411],"[[{""token"": ""99"", ""bytes"": [57, 57], ""logprob"": -0.190411}, {""token"": ""100"", ""bytes"": [49, 48, 48], ""logprob"": -1.752911}]]",1216.8,v1/responses,2026-05-24T22:40:43.620534+00:00,
gpt-5.5,1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1+1,100,100,100,True,0,"[""100""]",[-0.00012],"[[{""token"": ""100"", ""bytes"": [49, 48, 48], ""logprob"": -0.00012}]]",966.13,v1/responses,2026-05-24T22:40:43.777836+00:00,
